"feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero","comparison_type","original_feature","original_name"
"Metabolin_feature_124","time_ref_after","before",-0.112948533597101,0.0752921780691319,0.13763007427612,"time_ref_afterbefore",0.275260148552241,89,39,"ref_after","Metabolin_feature_124","23-Nordeoxycholic Acid Diacetate"
"Metabolin_feature_124","time_ref_after","climb",-0.00999078779359185,0.0420939713897995,0.812999614843721,"time_ref_afterclimb",0.812999614843721,89,39,"ref_after","Metabolin_feature_124","23-Nordeoxycholic Acid Diacetate"
"Metabolin_feature_126","time_ref_after","climb",0.0678467732384639,0.0536224426548999,0.209192675855894,"time_ref_afterclimb",0.276103899768271,89,89,"ref_after","Metabolin_feature_126","Sarcosine"
"Metabolin_feature_126","time_ref_after","before",0.105349860925961,0.0961151644614286,0.276103899768271,"time_ref_afterbefore",0.276103899768271,89,89,"ref_after","Metabolin_feature_126","Sarcosine"
"Metabolin_feature_126","time_ref_before","after",-0.105349860925969,0.0961151644614287,0.276103899768234,"time_ref_beforeafter",0.552207799536468,89,89,"ref_before","Metabolin_feature_126","Sarcosine"
"Metabolin_feature_126","time_ref_before","climb",-0.0375030876875031,0.0876309949321056,0.66974570029228,"time_ref_beforeclimb",0.66974570029228,89,89,"ref_before","Metabolin_feature_126","Sarcosine"
"Metabolin_feature_127","time_ref_after","climb",0.0114570839570535,0.0299758247758912,0.703348135599189,"time_ref_afterclimb",0.703348135599189,89,89,"ref_after","Metabolin_feature_127","Dimethylglycine"
"Metabolin_feature_127","time_ref_before","climb",0.0334716686574162,0.0496323904763582,0.50205355731672,"time_ref_beforeclimb",0.679016979938507,89,89,"ref_before","Metabolin_feature_127","Dimethylglycine"
"Metabolin_feature_127","time_ref_before","after",0.0220145847003659,0.0529967638545033,0.679016979938507,"time_ref_beforeafter",0.679016979938507,89,89,"ref_before","Metabolin_feature_127","Dimethylglycine"
"Metabolin_feature_127","time_ref_after","before",-0.0220145847003802,0.0529967638545096,0.679016979938841,"time_ref_afterbefore",0.703348135599189,89,89,"ref_after","Metabolin_feature_127","Dimethylglycine"
"Metabolin_feature_128","time_ref_before","climb",-0.0518592467459887,0.0475223800553472,0.278321340495394,"time_ref_beforeclimb",0.278321340495394,89,9,"ref_before","Metabolin_feature_128","Gamma-Aminobutyric acid (GABA)"
"Metabolin_feature_128","time_ref_before","after",-0.0756577834906247,0.0518174385506864,0.148207521282022,"time_ref_beforeafter",0.278321340495394,89,9,"ref_before","Metabolin_feature_128","Gamma-Aminobutyric acid (GABA)"
"Metabolin_feature_128","time_ref_after","before",0.0756577834906243,0.0518174385506864,0.148207521281125,"time_ref_afterbefore",0.296415042562251,89,9,"ref_after","Metabolin_feature_128","Gamma-Aminobutyric acid (GABA)"
"Metabolin_feature_128","time_ref_after","climb",0.0237985367446359,0.0289434178954878,0.413360316016395,"time_ref_afterclimb",0.413360316016395,89,9,"ref_after","Metabolin_feature_128","Gamma-Aminobutyric acid (GABA)"
"Metabolin_feature_13","time_ref_after","climb",0.00945035906027974,0.0214445712289727,0.660621298808748,"time_ref_afterclimb",0.660621298808748,89,89,"ref_after","Metabolin_feature_13","L-Proline(Pro)"
"Metabolin_feature_13","time_ref_after","before",-0.0304855864791241,0.0383675812502732,0.429248537119331,"time_ref_afterbefore",0.660621298808748,89,89,"ref_after","Metabolin_feature_13","L-Proline(Pro)"
"Metabolin_feature_13","time_ref_before","climb",0.0399359455374519,0.0352495050467664,0.260519419997223,"time_ref_beforeclimb",0.429248537136597,89,89,"ref_before","Metabolin_feature_13","L-Proline(Pro)"
"Metabolin_feature_13","time_ref_before","after",0.0304855864775778,0.038367581249821,0.429248537136597,"time_ref_beforeafter",0.429248537136597,89,89,"ref_before","Metabolin_feature_13","L-Proline(Pro)"
"Metabolin_feature_130","time_ref_after","climb",-0.00482070879405956,0.0165431438622444,0.771523129269718,"time_ref_afterclimb",0.995630928499389,89,89,"ref_after","Metabolin_feature_130","L-Glutamine(Gln)"
"Metabolin_feature_130","time_ref_before","climb",-0.00465800101129175,0.0271654671325015,0.864284833307004,"time_ref_beforeclimb",0.995630928500326,89,89,"ref_before","Metabolin_feature_130","L-Glutamine(Gln)"
"Metabolin_feature_130","time_ref_before","after",0.00016270778224083,0.0296154711005009,0.995630928500326,"time_ref_beforeafter",0.995630928500326,89,89,"ref_before","Metabolin_feature_130","L-Glutamine(Gln)"
"Metabolin_feature_130","time_ref_after","before",-0.000162707782274674,0.0296154711003756,0.995630928499389,"time_ref_afterbefore",0.995630928499389,89,89,"ref_after","Metabolin_feature_130","L-Glutamine(Gln)"
"Metabolin_feature_131","time_ref_before","climb",-0.0402078109866306,0.0339438330741219,0.239671003306001,"time_ref_beforeclimb",0.321559142927973,89,89,"ref_before","Metabolin_feature_131","L-Lysine"
"Metabolin_feature_131","time_ref_before","after",-0.0364766685445053,0.0365644428447309,0.321559142927973,"time_ref_beforeafter",0.321559142927973,89,89,"ref_before","Metabolin_feature_131","L-Lysine"
"Metabolin_feature_131","time_ref_after","before",0.0364766685446766,0.0365644428448522,0.321559142927248,"time_ref_afterbefore",0.643118285854495,89,89,"ref_after","Metabolin_feature_131","L-Lysine"
"Metabolin_feature_131","time_ref_after","climb",-0.0037311424420352,0.0205518137964115,0.856397182630625,"time_ref_afterclimb",0.856397182630625,89,89,"ref_after","Metabolin_feature_131","L-Lysine"
"Metabolin_feature_132","time_ref_after","before",-0.082105954569255,0.072243971180118,0.259097945882892,"time_ref_afterbefore",0.518195891765784,89,89,"ref_after","Metabolin_feature_132","L-Methionine(Met)"
"Metabolin_feature_132","time_ref_before","climb",0.0857678585073893,0.0659758764748242,0.197167771549724,"time_ref_beforeclimb",0.259097945881689,89,89,"ref_before","Metabolin_feature_132","L-Methionine(Met)"
"Metabolin_feature_132","time_ref_before","after",0.0821059545699684,0.0722439711797658,0.259097945881689,"time_ref_beforeafter",0.259097945881689,89,89,"ref_before","Metabolin_feature_132","L-Methionine(Met)"
"Metabolin_feature_132","time_ref_after","climb",0.00366190393767448,0.0403116538452194,0.927842999763362,"time_ref_afterclimb",0.927842999763362,89,89,"ref_after","Metabolin_feature_132","L-Methionine(Met)"
"Metabolin_feature_133","time_ref_before","after",0.228791364822475,0.204423864571672,0.266503991721045,"time_ref_beforeafter",0.53300798344209,89,5,"ref_before","Metabolin_feature_133","Hydrocinnamic acid"
