"original_name","renamed_name"
"TAG48:4-FA18:3","Lipid_feature_398"
"TAG48:4-FA16:0","Lipid_feature_399"
"TAG48:4-FA16:1","Lipid_feature_400"
"TAG48:4-FA14:0","Lipid_feature_401"
"TAG48:4-FA14:1","Lipid_feature_402"
"TAG48:4-FA12:0","Lipid_feature_403"
"TAG48:3-FA18:1","Lipid_feature_404"
"TAG48:3-FA18:2","Lipid_feature_405"
"TAG48:3-FA18:3","Lipid_feature_406"
"TAG48:3-FA16:0","Lipid_feature_407"
"TAG48:3-FA16:1","Lipid_feature_408"
"TAG48:3-FA14:0","Lipid_feature_409"
"TAG48:3-FA14:1","Lipid_feature_410"
"TAG48:3-FA12:0","Lipid_feature_411"
"TAG48:2-FA18:0","Lipid_feature_412"
"TAG48:2-FA18:1","Lipid_feature_413"
"TAG48:2-FA18:2","Lipid_feature_414"
"TAG48:2-FA16:0","Lipid_feature_415"
"TAG48:2-FA16:1","Lipid_feature_416"
"TAG48:2-FA14:0","Lipid_feature_417"
"TAG48:2-FA14:1","Lipid_feature_418"
"TAG48:2-FA12:0","Lipid_feature_419"
"TAG48:1-FA18:0","Lipid_feature_420"
"TAG48:1-FA18:1","Lipid_feature_421"
"TAG48:1-FA16:0","Lipid_feature_422"
"TAG48:1-FA16:1","Lipid_feature_423"
"TAG48:1-FA14:0","Lipid_feature_424"
"TAG48:0-FA18:0","Lipid_feature_425"
"TAG48:0-FA16:0","Lipid_feature_426"
"TAG49:3-FA18:2","Lipid_feature_427"
"TAG49:3-FA18:3","Lipid_feature_428"
"TAG49:3-FA16:0","Lipid_feature_429"
"TAG49:3-FA16:1","Lipid_feature_430"
"TAG49:3-FA15:0","Lipid_feature_431"
"TAG49:2-FA18:1","Lipid_feature_432"
"TAG49:2-FA18:2","Lipid_feature_433"
"TAG49:2-FA17:0","Lipid_feature_434"
"TAG49:2-FA16:0","Lipid_feature_435"
"TAG49:2-FA16:1","Lipid_feature_436"
"TAG49:2-FA15:0","Lipid_feature_437"
"TAG49:2-FA14:0","Lipid_feature_438"
"TAG49:1-FA18:1","Lipid_feature_439"
"TAG49:1-FA17:0","Lipid_feature_440"
"TAG49:1-FA16:0","Lipid_feature_441"
"TAG49:1-FA16:1","Lipid_feature_442"
"TAG49:1-FA15:0","Lipid_feature_443"
"TAG49:1-FA14:0","Lipid_feature_444"
"TAG49:0-FA18:0","Lipid_feature_445"
"TAG49:0-FA17:0","Lipid_feature_446"
"TAG49:0-FA16:0","Lipid_feature_447"
"TAG50:6-FA20:4","Lipid_feature_448"
"TAG50:5-FA20:4","Lipid_feature_449"
"TAG50:5-FA20:5","Lipid_feature_450"
"TAG50:5-FA18:1","Lipid_feature_451"
"TAG50:5-FA18:2","Lipid_feature_452"
"TAG50:5-FA18:3","Lipid_feature_453"
"TAG50:5-FA16:0","Lipid_feature_454"
"TAG50:5-FA16:1","Lipid_feature_455"
"TAG50:5-FA14:0","Lipid_feature_456"
"TAG50:4-FA20:3","Lipid_feature_457"
"TAG50:4-FA20:4","Lipid_feature_458"
"TAG50:4-FA18:1","Lipid_feature_459"
"TAG50:4-FA18:2","Lipid_feature_460"
"TAG50:4-FA18:3","Lipid_feature_461"
"TAG50:4-FA16:0","Lipid_feature_462"
"TAG50:4-FA16:1","Lipid_feature_463"
"TAG50:4-FA14:0","Lipid_feature_464"
"TAG50:4-FA14:1","Lipid_feature_465"
"TAG50:3-FA20:3","Lipid_feature_466"
"TAG50:3-FA18:0","Lipid_feature_467"
"TAG50:3-FA18:1","Lipid_feature_468"
"TAG50:3-FA18:2","Lipid_feature_469"
"TAG50:3-FA18:3","Lipid_feature_470"
"TAG50:3-FA16:0","Lipid_feature_471"
"TAG50:3-FA16:1","Lipid_feature_472"
"TAG50:3-FA14:0","Lipid_feature_473"
"TAG50:3-FA14:1","Lipid_feature_474"
"TAG50:2-FA20:2","Lipid_feature_475"
"TAG50:2-FA18:0","Lipid_feature_476"
"TAG50:2-FA18:1","Lipid_feature_477"
"TAG50:2-FA18:2","Lipid_feature_478"
"TAG50:2-FA16:0","Lipid_feature_479"
"TAG50:2-FA16:1","Lipid_feature_480"
"TAG50:2-FA14:0","Lipid_feature_481"
"TAG50:2-FA14:1","Lipid_feature_482"
"TAG50:1-FA20:1","Lipid_feature_483"
"TAG50:1-FA18:0","Lipid_feature_484"
"TAG50:1-FA18:1","Lipid_feature_485"
"TAG50:1-FA16:0","Lipid_feature_486"
"TAG50:0-FA18:0","Lipid_feature_487"
"TAG50:0-FA16:0","Lipid_feature_488"
"TAG50:0-FA14:0","Lipid_feature_489"
"TAG51:5-FA18:2","Lipid_feature_490"
"TAG51:4-FA20:4","Lipid_feature_491"
"TAG51:4-FA18:2","Lipid_feature_492"
"TAG51:4-FA18:3","Lipid_feature_493"
"TAG51:4-FA16:1","Lipid_feature_494"
"TAG51:4-FA15:0","Lipid_feature_495"
"TAG51:3-FA18:2","Lipid_feature_496"
"TAG51:3-FA18:3","Lipid_feature_497"
"TAG51:3-FA17:0","Lipid_feature_498"
"TAG51:3-FA16:1","Lipid_feature_499"
"TAG51:3-FA15:0","Lipid_feature_500"
"TAG51:2-FA18:1","Lipid_feature_501"
"TAG51:2-FA18:2","Lipid_feature_502"
"TAG51:2-FA17:0","Lipid_feature_503"
"TAG51:2-FA16:0","Lipid_feature_504"
"TAG51:2-FA16:1","Lipid_feature_505"
"TAG51:2-FA15:0","Lipid_feature_506"
"TAG51:1-FA18:0","Lipid_feature_507"
"TAG51:1-FA18:1","Lipid_feature_508"
"TAG51:1-FA17:0","Lipid_feature_509"
"TAG51:1-FA16:0","Lipid_feature_510"
"TAG51:1-FA15:0","Lipid_feature_511"
"TAG51:0-FA18:0","Lipid_feature_512"
"TAG52:6-FA22:6","Lipid_feature_513"
"TAG52:6-FA20:4","Lipid_feature_514"
"TAG52:6-FA20:5","Lipid_feature_515"
"TAG52:6-FA18:1","Lipid_feature_516"
"TAG52:6-FA18:2","Lipid_feature_517"
"TAG52:6-FA18:3","Lipid_feature_518"
"TAG52:6-FA16:0","Lipid_feature_519"
"TAG52:6-FA16:1","Lipid_feature_520"
"TAG52:6-FA14:0","Lipid_feature_521"
"TAG52:5-FA22:5","Lipid_feature_522"
"TAG52:5-FA20:3","Lipid_feature_523"
"TAG52:5-FA20:4","Lipid_feature_524"
"TAG52:5-FA20:5","Lipid_feature_525"
"TAG52:5-FA18:1","Lipid_feature_526"
"TAG52:5-FA18:2","Lipid_feature_527"
"TAG52:5-FA18:3","Lipid_feature_528"
"TAG52:5-FA16:0","Lipid_feature_529"
"TAG52:5-FA16:1","Lipid_feature_530"
"TAG52:5-FA14:0","Lipid_feature_531"
"TAG52:4-FA22:1","Lipid_feature_532"
"TAG52:4-FA22:4","Lipid_feature_533"
"TAG52:4-FA20:0","Lipid_feature_534"
"TAG52:4-FA20:2","Lipid_feature_535"
"TAG52:4-FA20:3","Lipid_feature_536"
"TAG52:4-FA20:4","Lipid_feature_537"
